"student_code","full_name","class_name","gender","dob","email","login_password","current_address"
"CMS100764","Borey Rachana","11B","female","2009-08-08","borey.rachana.11b@school.edu","rachana08082009","Village 04 11B Preaek Pra Kampot"
"CMS100765","Visal Rachana","11C","male","2009-09-09","visal.rachana.11c@school.edu","rachana09092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100766","Malis Rachana","11D","female","2009-10-10","malis.rachana.11d@school.edu","rachana10102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100767","Rattanak Rachana","11E","male","2009-11-11","rattanak.rachana.11e@school.edu","rachana11112009","Village 07 11E Tuek Thla Takeo"
"CMS100768","Sothea Rachana","11F","female","2009-12-12","sothea.rachana.11f@school.edu","rachana12122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100769","Sok Sokunthea","11A","male","2009-01-13","sok.sokunthea.11a@school.edu","sokunthea13012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100770","Chan Sokunthea","11B","female","2009-02-14","chan.sokunthea.11b@school.edu","sokunthea14022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100771","Lim Sokunthea","11C","male","2009-03-15","lim.sokunthea.11c@school.edu","sokunthea15032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100772","Keo Sokunthea","11D","female","2009-04-16","keo.sokunthea.11d@school.edu","sokunthea16042009","Village 04 11D Preaek Pra Kampot"
"CMS100773","Phan Sokunthea","11E","male","2009-05-17","phan.sokunthea.11e@school.edu","sokunthea17052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100774","Meas Sokunthea","11F","female","2009-06-18","meas.sokunthea.11f@school.edu","sokunthea18062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100775","Ouk Sokunthea","11A","male","2009-07-19","ouk.sokunthea.11a@school.edu","sokunthea19072009","Village 07 11A Tuek Thla Takeo"
"CMS100776","Chhim Sokunthea","11B","female","2009-08-20","chhim.sokunthea.11b@school.edu","sokunthea20082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100777","Yin Sokunthea","11C","male","2009-09-21","yin.sokunthea.11c@school.edu","sokunthea21092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100778","Touch Sokunthea","11D","female","2009-10-22","touch.sokunthea.11d@school.edu","sokunthea22102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100779","Ngov Sokunthea","11E","male","2009-11-23","ngov.sokunthea.11e@school.edu","sokunthea23112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100780","Suon Sokunthea","11F","female","2009-12-24","suon.sokunthea.11f@school.edu","sokunthea24122009","Village 04 11F Preaek Pra Kampot"
"CMS100781","Prak Sokunthea","11A","male","2009-01-25","prak.sokunthea.11a@school.edu","sokunthea25012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100782","Kim Sokunthea","11B","female","2009-02-26","kim.sokunthea.11b@school.edu","sokunthea26022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100783","Chhay Sokunthea","11C","male","2009-03-27","chhay.sokunthea.11c@school.edu","sokunthea27032009","Village 07 11C Tuek Thla Takeo"
"CMS100784","Nou Sokunthea","11D","female","2009-04-28","nou.sokunthea.11d@school.edu","sokunthea28042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100785","Heng Sokunthea","11E","male","2009-05-01","heng.sokunthea.11e@school.edu","sokunthea01052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100786","Pen Sokunthea","11F","female","2009-06-02","pen.sokunthea.11f@school.edu","sokunthea02062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100787","Sam Sokunthea","11A","male","2009-07-03","sam.sokunthea.11a@school.edu","sokunthea03072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100788","Korng Sokunthea","11B","female","2009-08-04","korng.sokunthea.11b@school.edu","sokunthea04082009","Village 04 11B Preaek Pra Kampot"
"CMS100789","Ros Sokunthea","11C","male","2009-09-05","ros.sokunthea.11c@school.edu","sokunthea05092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100790","Chin Sokunthea","11D","female","2009-10-06","chin.sokunthea.11d@school.edu","sokunthea06102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100791","Mao Sokunthea","11E","male","2009-11-07","mao.sokunthea.11e@school.edu","sokunthea07112009","Village 07 11E Tuek Thla Takeo"
"CMS100792","Lay Sokunthea","11F","female","2009-12-08","lay.sokunthea.11f@school.edu","sokunthea08122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100793","Vannak Sokunthea","11A","male","2009-01-09","vannak.sokunthea.11a@school.edu","sokunthea09012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100794","Sreypov Sokunthea","11B","female","2009-02-10","sreypov.sokunthea.11b@school.edu","sokunthea10022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100795","Rith Sokunthea","11C","male","2009-03-11","rith.sokunthea.11c@school.edu","sokunthea11032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100796","Borey Sokunthea","11D","female","2009-04-12","borey.sokunthea.11d@school.edu","sokunthea12042009","Village 04 11D Preaek Pra Kampot"
"CMS100797","Visal Sokunthea","11E","male","2009-05-13","visal.sokunthea.11e@school.edu","sokunthea13052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100798","Malis Sokunthea","11F","female","2009-06-14","malis.sokunthea.11f@school.edu","sokunthea14062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100799","Rattanak Sokunthea","11A","male","2009-07-15","rattanak.sokunthea.11a@school.edu","sokunthea15072009","Village 07 11A Tuek Thla Takeo"
"CMS100800","Sothea Sokunthea","11B","female","2009-08-16","sothea.sokunthea.11b@school.edu","sokunthea16082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100801","Sok Nary","11C","male","2009-09-17","sok.nary.11c@school.edu","nary17092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100802","Chan Nary","11D","female","2009-10-18","chan.nary.11d@school.edu","nary18102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100803","Lim Nary","11E","male","2009-11-19","lim.nary.11e@school.edu","nary19112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100804","Keo Nary","11F","female","2009-12-20","keo.nary.11f@school.edu","nary20122009","Village 04 11F Preaek Pra Kampot"
"CMS100805","Phan Nary","11A","male","2009-01-21","phan.nary.11a@school.edu","nary21012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100806","Meas Nary","11B","female","2009-02-22","meas.nary.11b@school.edu","nary22022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100807","Ouk Nary","11C","male","2009-03-23","ouk.nary.11c@school.edu","nary23032009","Village 07 11C Tuek Thla Takeo"
"CMS100808","Chhim Nary","11D","female","2009-04-24","chhim.nary.11d@school.edu","nary24042009","Village 08 11D Prek Eng Kampong Cham"
"CMS100809","Yin Nary","11E","male","2009-05-25","yin.nary.11e@school.edu","nary25052009","Village 01 11E Chbar Ampov Siem Reap"
"CMS100810","Touch Nary","11F","female","2009-06-26","touch.nary.11f@school.edu","nary26062009","Village 02 11F Sala Kamreuk Battambang"
"CMS100811","Ngov Nary","11A","male","2009-07-27","ngov.nary.11a@school.edu","nary27072009","Village 03 11A Svay Dangkum Banteay Meanchey"
"CMS100812","Suon Nary","11B","female","2009-08-28","suon.nary.11b@school.edu","nary28082009","Village 04 11B Preaek Pra Kampot"
"CMS100813","Prak Nary","11C","male","2009-09-01","prak.nary.11c@school.edu","nary01092009","Village 05 11C Ta Khmau Phnom Penh"
"CMS100814","Kim Nary","11D","female","2009-10-02","kim.nary.11d@school.edu","nary02102009","Village 06 11D Boeng Keng Kang Kandal"
"CMS100815","Chhay Nary","11E","male","2009-11-03","chhay.nary.11e@school.edu","nary03112009","Village 07 11E Tuek Thla Takeo"
"CMS100816","Nou Nary","11F","female","2009-12-04","nou.nary.11f@school.edu","nary04122009","Village 08 11F Prek Eng Kampong Cham"
"CMS100817","Heng Nary","11A","male","2009-01-05","heng.nary.11a@school.edu","nary05012009","Village 01 11A Chbar Ampov Siem Reap"
"CMS100818","Pen Nary","11B","female","2009-02-06","pen.nary.11b@school.edu","nary06022009","Village 02 11B Sala Kamreuk Battambang"
"CMS100819","Sam Nary","11C","male","2009-03-07","sam.nary.11c@school.edu","nary07032009","Village 03 11C Svay Dangkum Banteay Meanchey"
"CMS100820","Korng Nary","11D","female","2009-04-08","korng.nary.11d@school.edu","nary08042009","Village 04 11D Preaek Pra Kampot"
"CMS100821","Ros Nary","11E","male","2009-05-09","ros.nary.11e@school.edu","nary09052009","Village 05 11E Ta Khmau Phnom Penh"
"CMS100822","Chin Nary","11F","female","2009-06-10","chin.nary.11f@school.edu","nary10062009","Village 06 11F Boeng Keng Kang Kandal"
"CMS100823","Mao Nary","11A","male","2009-07-11","mao.nary.11a@school.edu","nary11072009","Village 07 11A Tuek Thla Takeo"
"CMS100824","Lay Nary","11B","female","2009-08-12","lay.nary.11b@school.edu","nary12082009","Village 08 11B Prek Eng Kampong Cham"
"CMS100825","Vannak Nary","11C","male","2009-09-13","vannak.nary.11c@school.edu","nary13092009","Village 01 11C Chbar Ampov Siem Reap"
"CMS100826","Sreypov Nary","11D","female","2009-10-14","sreypov.nary.11d@school.edu","nary14102009","Village 02 11D Sala Kamreuk Battambang"
"CMS100827","Rith Nary","11E","male","2009-11-15","rith.nary.11e@school.edu","nary15112009","Village 03 11E Svay Dangkum Banteay Meanchey"
"CMS100828","Borey Nary","11F","female","2009-12-16","borey.nary.11f@school.edu","nary16122009","Village 04 11F Preaek Pra Kampot"
"CMS100829","Visal Nary","11A","male","2009-01-17","visal.nary.11a@school.edu","nary17012009","Village 05 11A Ta Khmau Phnom Penh"
"CMS100830","Malis Nary","11B","female","2009-02-18","malis.nary.11b@school.edu","nary18022009","Village 06 11B Boeng Keng Kang Kandal"
"CMS100831","Rattanak Nary","12C","male","2008-03-19","rattanak.nary.12c@school.edu","nary19032008","Village 07 12C Tuek Thla Takeo"
"CMS100832","Sothea Nary","12D","female","2008-04-20","sothea.nary.12d@school.edu","nary20042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100833","Sok Dalin","12E","male","2008-05-21","sok.dalin.12e@school.edu","dalin21052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100834","Chan Dalin","12F","female","2008-06-22","chan.dalin.12f@school.edu","dalin22062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100835","Lim Dalin","12A","male","2008-07-23","lim.dalin.12a@school.edu","dalin23072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100836","Keo Dalin","12B","female","2008-08-24","keo.dalin.12b@school.edu","dalin24082008","Village 04 12B Preaek Pra Kampot"
"CMS100837","Phan Dalin","12C","male","2008-09-25","phan.dalin.12c@school.edu","dalin25092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100838","Meas Dalin","12D","female","2008-10-26","meas.dalin.12d@school.edu","dalin26102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100839","Ouk Dalin","12E","male","2008-11-27","ouk.dalin.12e@school.edu","dalin27112008","Village 07 12E Tuek Thla Takeo"
"CMS100840","Chhim Dalin","12F","female","2008-12-28","chhim.dalin.12f@school.edu","dalin28122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100841","Yin Dalin","12A","male","2008-01-01","yin.dalin.12a@school.edu","dalin01012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100842","Touch Dalin","12B","female","2008-02-02","touch.dalin.12b@school.edu","dalin02022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100843","Ngov Dalin","12C","male","2008-03-03","ngov.dalin.12c@school.edu","dalin03032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100844","Suon Dalin","12D","female","2008-04-04","suon.dalin.12d@school.edu","dalin04042008","Village 04 12D Preaek Pra Kampot"
"CMS100845","Prak Dalin","12E","male","2008-05-05","prak.dalin.12e@school.edu","dalin05052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100846","Kim Dalin","12F","female","2008-06-06","kim.dalin.12f@school.edu","dalin06062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100847","Chhay Dalin","12A","male","2008-07-07","chhay.dalin.12a@school.edu","dalin07072008","Village 07 12A Tuek Thla Takeo"
"CMS100848","Nou Dalin","12B","female","2008-08-08","nou.dalin.12b@school.edu","dalin08082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100849","Heng Dalin","12C","male","2008-09-09","heng.dalin.12c@school.edu","dalin09092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100850","Pen Dalin","12D","female","2008-10-10","pen.dalin.12d@school.edu","dalin10102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100851","Sam Dalin","12E","male","2008-11-11","sam.dalin.12e@school.edu","dalin11112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100852","Korng Dalin","12F","female","2008-12-12","korng.dalin.12f@school.edu","dalin12122008","Village 04 12F Preaek Pra Kampot"
"CMS100853","Ros Dalin","12A","male","2008-01-13","ros.dalin.12a@school.edu","dalin13012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100854","Chin Dalin","12B","female","2008-02-14","chin.dalin.12b@school.edu","dalin14022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100855","Mao Dalin","12C","male","2008-03-15","mao.dalin.12c@school.edu","dalin15032008","Village 07 12C Tuek Thla Takeo"
"CMS100856","Lay Dalin","12D","female","2008-04-16","lay.dalin.12d@school.edu","dalin16042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100857","Vannak Dalin","12E","male","2008-05-17","vannak.dalin.12e@school.edu","dalin17052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100858","Sreypov Dalin","12F","female","2008-06-18","sreypov.dalin.12f@school.edu","dalin18062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100859","Rith Dalin","12A","male","2008-07-19","rith.dalin.12a@school.edu","dalin19072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100860","Borey Dalin","12B","female","2008-08-20","borey.dalin.12b@school.edu","dalin20082008","Village 04 12B Preaek Pra Kampot"
"CMS100861","Visal Dalin","12C","male","2008-09-21","visal.dalin.12c@school.edu","dalin21092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100862","Malis Dalin","12D","female","2008-10-22","malis.dalin.12d@school.edu","dalin22102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100863","Rattanak Dalin","12E","male","2008-11-23","rattanak.dalin.12e@school.edu","dalin23112008","Village 07 12E Tuek Thla Takeo"
"CMS100864","Sothea Dalin","12F","female","2008-12-24","sothea.dalin.12f@school.edu","dalin24122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100865","Sok Sokha","12A","male","2008-01-25","sok.sokha.12a@school.edu","sokha25012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100866","Chan Sokha","12B","female","2008-02-26","chan.sokha.12b@school.edu","sokha26022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100867","Lim Sokha","12C","male","2008-03-27","lim.sokha.12c@school.edu","sokha27032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100868","Keo Sokha","12D","female","2008-04-28","keo.sokha.12d@school.edu","sokha28042008","Village 04 12D Preaek Pra Kampot"
"CMS100869","Phan Sokha","12E","male","2008-05-01","phan.sokha.12e@school.edu","sokha01052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100870","Meas Sokha","12F","female","2008-06-02","meas.sokha.12f@school.edu","sokha02062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100871","Ouk Sokha","12A","male","2008-07-03","ouk.sokha.12a@school.edu","sokha03072008","Village 07 12A Tuek Thla Takeo"
"CMS100872","Chhim Sokha","12B","female","2008-08-04","chhim.sokha.12b@school.edu","sokha04082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100873","Yin Sokha","12C","male","2008-09-05","yin.sokha.12c@school.edu","sokha05092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100874","Touch Sokha","12D","female","2008-10-06","touch.sokha.12d@school.edu","sokha06102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100875","Ngov Sokha","12E","male","2008-11-07","ngov.sokha.12e@school.edu","sokha07112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100876","Suon Sokha","12F","female","2008-12-08","suon.sokha.12f@school.edu","sokha08122008","Village 04 12F Preaek Pra Kampot"
"CMS100877","Prak Sokha","12A","male","2008-01-09","prak.sokha.12a@school.edu","sokha09012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100878","Kim Sokha","12B","female","2008-02-10","kim.sokha.12b@school.edu","sokha10022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100879","Chhay Sokha","12C","male","2008-03-11","chhay.sokha.12c@school.edu","sokha11032008","Village 07 12C Tuek Thla Takeo"
"CMS100880","Nou Sokha","12D","female","2008-04-12","nou.sokha.12d@school.edu","sokha12042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100881","Heng Sokha","12E","male","2008-05-13","heng.sokha.12e@school.edu","sokha13052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100882","Pen Sokha","12F","female","2008-06-14","pen.sokha.12f@school.edu","sokha14062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100883","Sam Sokha","12A","male","2008-07-15","sam.sokha.12a@school.edu","sokha15072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100884","Korng Sokha","12B","female","2008-08-16","korng.sokha.12b@school.edu","sokha16082008","Village 04 12B Preaek Pra Kampot"
"CMS100885","Ros Sokha","12C","male","2008-09-17","ros.sokha.12c@school.edu","sokha17092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100886","Chin Sokha","12D","female","2008-10-18","chin.sokha.12d@school.edu","sokha18102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100887","Mao Sokha","12E","male","2008-11-19","mao.sokha.12e@school.edu","sokha19112008","Village 07 12E Tuek Thla Takeo"
"CMS100888","Lay Sokha","12F","female","2008-12-20","lay.sokha.12f@school.edu","sokha20122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100889","Vannak Sokha","12A","male","2008-01-21","vannak.sokha.12a@school.edu","sokha21012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100890","Sreypov Sokha","12B","female","2008-02-22","sreypov.sokha.12b@school.edu","sokha22022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100891","Rith Sokha","12C","male","2008-03-23","rith.sokha.12c@school.edu","sokha23032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100892","Borey Sokha","12D","female","2008-04-24","borey.sokha.12d@school.edu","sokha24042008","Village 04 12D Preaek Pra Kampot"
"CMS100893","Visal Sokha","12E","male","2008-05-25","visal.sokha.12e@school.edu","sokha25052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100894","Malis Sokha","12F","female","2008-06-26","malis.sokha.12f@school.edu","sokha26062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100895","Rattanak Sokha","12A","male","2008-07-27","rattanak.sokha.12a@school.edu","sokha27072008","Village 07 12A Tuek Thla Takeo"
"CMS100896","Sothea Sokha","12B","female","2008-08-28","sothea.sokha.12b@school.edu","sokha28082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100897","Sok Mony","12C","male","2008-09-01","sok.mony.12c@school.edu","mony01092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100898","Chan Mony","12D","female","2008-10-02","chan.mony.12d@school.edu","mony02102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100899","Lim Mony","12E","male","2008-11-03","lim.mony.12e@school.edu","mony03112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100900","Keo Mony","12F","female","2008-12-04","keo.mony.12f@school.edu","mony04122008","Village 04 12F Preaek Pra Kampot"
"CMS100901","Phan Mony","12A","male","2008-01-05","phan.mony.12a@school.edu","mony05012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100902","Meas Mony","12B","female","2008-02-06","meas.mony.12b@school.edu","mony06022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100903","Ouk Mony","12C","male","2008-03-07","ouk.mony.12c@school.edu","mony07032008","Village 07 12C Tuek Thla Takeo"
"CMS100904","Chhim Mony","12D","female","2008-04-08","chhim.mony.12d@school.edu","mony08042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100905","Yin Mony","12E","male","2008-05-09","yin.mony.12e@school.edu","mony09052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100906","Touch Mony","12F","female","2008-06-10","touch.mony.12f@school.edu","mony10062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100907","Ngov Mony","12A","male","2008-07-11","ngov.mony.12a@school.edu","mony11072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100908","Suon Mony","12B","female","2008-08-12","suon.mony.12b@school.edu","mony12082008","Village 04 12B Preaek Pra Kampot"
"CMS100909","Prak Mony","12C","male","2008-09-13","prak.mony.12c@school.edu","mony13092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100910","Kim Mony","12D","female","2008-10-14","kim.mony.12d@school.edu","mony14102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100911","Chhay Mony","12E","male","2008-11-15","chhay.mony.12e@school.edu","mony15112008","Village 07 12E Tuek Thla Takeo"
"CMS100912","Nou Mony","12F","female","2008-12-16","nou.mony.12f@school.edu","mony16122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100913","Heng Mony","12A","male","2008-01-17","heng.mony.12a@school.edu","mony17012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100914","Pen Mony","12B","female","2008-02-18","pen.mony.12b@school.edu","mony18022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100915","Sam Mony","12C","male","2008-03-19","sam.mony.12c@school.edu","mony19032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100916","Korng Mony","12D","female","2008-04-20","korng.mony.12d@school.edu","mony20042008","Village 04 12D Preaek Pra Kampot"
"CMS100917","Ros Mony","12E","male","2008-05-21","ros.mony.12e@school.edu","mony21052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100918","Chin Mony","12F","female","2008-06-22","chin.mony.12f@school.edu","mony22062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100919","Mao Mony","12A","male","2008-07-23","mao.mony.12a@school.edu","mony23072008","Village 07 12A Tuek Thla Takeo"
"CMS100920","Lay Mony","12B","female","2008-08-24","lay.mony.12b@school.edu","mony24082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100921","Vannak Mony","12C","male","2008-09-25","vannak.mony.12c@school.edu","mony25092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100922","Sreypov Mony","12D","female","2008-10-26","sreypov.mony.12d@school.edu","mony26102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100923","Rith Mony","12E","male","2008-11-27","rith.mony.12e@school.edu","mony27112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100924","Borey Mony","12F","female","2008-12-28","borey.mony.12f@school.edu","mony28122008","Village 04 12F Preaek Pra Kampot"
"CMS100925","Visal Mony","12A","male","2008-01-01","visal.mony.12a@school.edu","mony01012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100926","Malis Mony","12B","female","2008-02-02","malis.mony.12b@school.edu","mony02022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100927","Rattanak Mony","12C","male","2008-03-03","rattanak.mony.12c@school.edu","mony03032008","Village 07 12C Tuek Thla Takeo"
"CMS100928","Sothea Mony","12D","female","2008-04-04","sothea.mony.12d@school.edu","mony04042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100929","Sok Pisey","12E","male","2008-05-05","sok.pisey.12e@school.edu","pisey05052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100930","Chan Pisey","12F","female","2008-06-06","chan.pisey.12f@school.edu","pisey06062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100931","Lim Pisey","12A","male","2008-07-07","lim.pisey.12a@school.edu","pisey07072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100932","Keo Pisey","12B","female","2008-08-08","keo.pisey.12b@school.edu","pisey08082008","Village 04 12B Preaek Pra Kampot"
"CMS100933","Phan Pisey","12C","male","2008-09-09","phan.pisey.12c@school.edu","pisey09092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100934","Meas Pisey","12D","female","2008-10-10","meas.pisey.12d@school.edu","pisey10102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100935","Ouk Pisey","12E","male","2008-11-11","ouk.pisey.12e@school.edu","pisey11112008","Village 07 12E Tuek Thla Takeo"
"CMS100936","Chhim Pisey","12F","female","2008-12-12","chhim.pisey.12f@school.edu","pisey12122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100937","Yin Pisey","12A","male","2008-01-13","yin.pisey.12a@school.edu","pisey13012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100938","Touch Pisey","12B","female","2008-02-14","touch.pisey.12b@school.edu","pisey14022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100939","Ngov Pisey","12C","male","2008-03-15","ngov.pisey.12c@school.edu","pisey15032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100940","Suon Pisey","12D","female","2008-04-16","suon.pisey.12d@school.edu","pisey16042008","Village 04 12D Preaek Pra Kampot"
"CMS100941","Prak Pisey","12E","male","2008-05-17","prak.pisey.12e@school.edu","pisey17052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100942","Kim Pisey","12F","female","2008-06-18","kim.pisey.12f@school.edu","pisey18062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100943","Chhay Pisey","12A","male","2008-07-19","chhay.pisey.12a@school.edu","pisey19072008","Village 07 12A Tuek Thla Takeo"
"CMS100944","Nou Pisey","12B","female","2008-08-20","nou.pisey.12b@school.edu","pisey20082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100945","Heng Pisey","12C","male","2008-09-21","heng.pisey.12c@school.edu","pisey21092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100946","Pen Pisey","12D","female","2008-10-22","pen.pisey.12d@school.edu","pisey22102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100947","Sam Pisey","12E","male","2008-11-23","sam.pisey.12e@school.edu","pisey23112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100948","Korng Pisey","12F","female","2008-12-24","korng.pisey.12f@school.edu","pisey24122008","Village 04 12F Preaek Pra Kampot"
"CMS100949","Ros Pisey","12A","male","2008-01-25","ros.pisey.12a@school.edu","pisey25012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100950","Chin Pisey","12B","female","2008-02-26","chin.pisey.12b@school.edu","pisey26022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100951","Mao Pisey","12C","male","2008-03-27","mao.pisey.12c@school.edu","pisey27032008","Village 07 12C Tuek Thla Takeo"
"CMS100952","Lay Pisey","12D","female","2008-04-28","lay.pisey.12d@school.edu","pisey28042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100953","Vannak Pisey","12E","male","2008-05-01","vannak.pisey.12e@school.edu","pisey01052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100954","Sreypov Pisey","12F","female","2008-06-02","sreypov.pisey.12f@school.edu","pisey02062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100955","Rith Pisey","12A","male","2008-07-03","rith.pisey.12a@school.edu","pisey03072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100956","Borey Pisey","12B","female","2008-08-04","borey.pisey.12b@school.edu","pisey04082008","Village 04 12B Preaek Pra Kampot"
"CMS100957","Visal Pisey","12C","male","2008-09-05","visal.pisey.12c@school.edu","pisey05092008","Village 05 12C Ta Khmau Phnom Penh"
