"email","password_hash","role","full_name","gender","student_code"
"mao.ath.10e@school.edu","$2a$10$v1JBZ1RSQEyTNdqBK4qDYOfYAFoFE2bLLE6dkl5damFNHWYLcy.Aa","student","Mao Ath","male","CMS100599"
"lay.ath.10f@school.edu","$2a$10$YZFmBNllRvG5pcx1F1e/8.N1EC9AZMQMxRzRKNoKpaazmqhel08b.","student","Lay Ath","female","CMS100600"
"vannak.ath.10a@school.edu","$2a$10$50J76y3tFKHKjPk7aMBGnuy87lZBnhnu8vHsLMP0ZgD/LF2GpuwS.","student","Vannak Ath","male","CMS100601"
"sreypov.ath.10b@school.edu","$2a$10$Fje2CyCybaemF4kNbWjSC.wJf3H.KbnLblVzhyEW5fRt0QU.gJ7ua","student","Sreypov Ath","female","CMS100602"
"rith.ath.10c@school.edu","$2a$10$ruEMlvErU0gRO0L4gmdYgOh/lJ7uVGCf27dZytPLvR0QxKE3OeMHO","student","Rith Ath","male","CMS100603"
"borey.ath.10d@school.edu","$2a$10$qUiZsv.b2ERPMagNkiZjsOh.cLKWRCEzfruszX4Ipu4/.Mxyn4v6S","student","Borey Ath","female","CMS100604"
"visal.ath.10e@school.edu","$2a$10$Jg2uKPvCJ9mzM690Z6ERDu5fk.I6JckJg/u.DToI1JPndaf3sxNHu","student","Visal Ath","male","CMS100605"
"malis.ath.10f@school.edu","$2a$10$zLoVE3Ob4ZHCYojyOQGtz.D5AOsGXPco1zJ2MHpJmJxF.tUXZE23C","student","Malis Ath","female","CMS100606"
"rattanak.ath.10a@school.edu","$2a$10$h39R53DKLRIqfbVK400pJ.EO.nidu8aMD4Ovmsh878nuf9A0/vxxi","student","Rattanak Ath","male","CMS100607"
"sothea.ath.10b@school.edu","$2a$10$BvnIGsw32vnWSUgxN1rHH.SzENy82Eog/6JjfMJHmqdABTU6feqV6","student","Sothea Ath","female","CMS100608"
"sok.chanraksmey.10c@school.edu","$2a$10$lKQNVCrN0kPeWIQQWsdiY.PSrW04OtGYiKECNmJDQ7AYGi1n4BK92","student","Sok Chanraksmey","male","CMS100609"
"chan.chanraksmey.10d@school.edu","$2a$10$CNSIof4opTFzUbwvNvSTku1QtjEWrdtonjFBpqJTyLBoPAJccR8ZG","student","Chan Chanraksmey","female","CMS100610"
"lim.chanraksmey.10e@school.edu","$2a$10$4X.kdiOUa2.LcMrgXutjvux.Xx0HPeLyML4rh6DiY1HQG4EhA85gi","student","Lim Chanraksmey","male","CMS100611"
"keo.chanraksmey.10f@school.edu","$2a$10$1rqHYGbSM/Gr6V0npbsgBu1QhU39s9hmTlpU.Wqrkkygu4co170IG","student","Keo Chanraksmey","female","CMS100612"
"phan.chanraksmey.10a@school.edu","$2a$10$sZ4VlyY0D/uyJXBfA6j50Og.zXtzlIv5a0SweGxFQ1eAjVVzmFZPa","student","Phan Chanraksmey","male","CMS100613"
"meas.chanraksmey.10b@school.edu","$2a$10$y72I408ZBYc53HlnGqmcV.sQZZEx1slLzYEw5Hls7/jcwMXknQjgq","student","Meas Chanraksmey","female","CMS100614"
"ouk.chanraksmey.10c@school.edu","$2a$10$i1SMzG0Fx3wGjpyBhPNed.OBmsS3txikKSeLiLcswX6go/UCHpsIe","student","Ouk Chanraksmey","male","CMS100615"
"chhim.chanraksmey.10d@school.edu","$2a$10$lcJy/nsl.oklRU2fnPL7mOXd66y/OtiB89Q8I2LraF4eYgSJblc1.","student","Chhim Chanraksmey","female","CMS100616"
"yin.chanraksmey.10e@school.edu","$2a$10$6vK/sTdIAR8UUda/Hq4df.8PEWXmL1UJryQ98JTYy7cqZmQekjdOy","student","Yin Chanraksmey","male","CMS100617"
"touch.chanraksmey.10f@school.edu","$2a$10$ParzdY12plXy08mzg4.BMuu1zobyO45JY16TECC1JhZSl.mzYkIcu","student","Touch Chanraksmey","female","CMS100618"
"ngov.chanraksmey.10a@school.edu","$2a$10$kp3JNs51Mq12GDtH9Hsr6OHgRXBMzQ5zWld2L5vA2k0VNZbHylShu","student","Ngov Chanraksmey","male","CMS100619"
"suon.chanraksmey.10b@school.edu","$2a$10$mw/VB0jICJ5ZnrUZDStNOOuKROfaiBXsLlSHuCxyFwDw2Gjgou.9W","student","Suon Chanraksmey","female","CMS100620"
"prak.chanraksmey.10c@school.edu","$2a$10$2qQff7OELZBUXjQ84LLAfeP7Z.lhyL0bN54I6oI2jLnh27TiyRLsW","student","Prak Chanraksmey","male","CMS100621"
"kim.chanraksmey.10d@school.edu","$2a$10$s5muG/xUXt1Km6UXtFr0wOdYWsGBBF/FpMr5Xve9wT3rfqK1jP/lW","student","Kim Chanraksmey","female","CMS100622"
"chhay.chanraksmey.10e@school.edu","$2a$10$UsSAXJJTFWOrjUpwZ1EC1ee6w2FdrcXrfZLEzQvJvDRTOjLfLCiu6","student","Chhay Chanraksmey","male","CMS100623"
"nou.chanraksmey.10f@school.edu","$2a$10$IskE6t5XI7XabMjiOC.QMe16th1brHjIdLvvVQ6GyuRnXVcnivNR2","student","Nou Chanraksmey","female","CMS100624"
"heng.chanraksmey.10a@school.edu","$2a$10$H9cf7mhqMaMvDYUgET1tr.MUiLpIs0/oGCZjIhSv7/iruy5bpjYrO","student","Heng Chanraksmey","male","CMS100625"
"pen.chanraksmey.10b@school.edu","$2a$10$4oPxO0dAdCKa41iJUW5P7.tRxAWxfMPiNKcmi3XsT.wx7nRJGprta","student","Pen Chanraksmey","female","CMS100626"
"sam.chanraksmey.10c@school.edu","$2a$10$j5Za1r17hmn6.zdYqMX/nucYZ1NYice0XjlmNuOhY4l6PI..8lPjC","student","Sam Chanraksmey","male","CMS100627"
"korng.chanraksmey.10d@school.edu","$2a$10$7Ujj/6mabqHRsQregxVI1OBybxwkgCpg844HAXhc3EZp7eropw/Bm","student","Korng Chanraksmey","female","CMS100628"
"ros.chanraksmey.10e@school.edu","$2a$10$3jOeA9pEZAm4utI4QK.DsuXV3fiTHjEyWcwj1bk8nAQT2Arq6C2Dy","student","Ros Chanraksmey","male","CMS100629"
"chin.chanraksmey.10f@school.edu","$2a$10$mACo0mH6lgcdF4DJVCUovO5CIUBmpWNS8a082qZSUw3IsERom2I8a","student","Chin Chanraksmey","female","CMS100630"
"mao.chanraksmey.10a@school.edu","$2a$10$7xlYOlU3vs8tm5pfZOK2ce/6FUaLjLnNvWvHxBqFI4bGBNmDdRMU2","student","Mao Chanraksmey","male","CMS100631"
"lay.chanraksmey.10b@school.edu","$2a$10$6R4L9bT73.Aoc7e0b12AHOk1RUUILrV2/2rRj9XQG3yTNQFJnQaIe","student","Lay Chanraksmey","female","CMS100632"
"vannak.chanraksmey.10c@school.edu","$2a$10$AxmTgQ9Kq7/mMXhwVXdN9OqXXOyTWMTCr9rrLM6RYsyz0SvtB0L0O","student","Vannak Chanraksmey","male","CMS100633"
"sreypov.chanraksmey.10d@school.edu","$2a$10$ooF93uq99PYKJ7hW/iMZmeqaNs3dEJu2n6An6uR7CEx6xO1Y.z/fO","student","Sreypov Chanraksmey","female","CMS100634"
"rith.chanraksmey.10e@school.edu","$2a$10$DY5R8SfFMV0ZpqbC1QJUY.vK2.oG6YJ4ysLu4kPaevdv2GlDqQjAS","student","Rith Chanraksmey","male","CMS100635"
"borey.chanraksmey.10f@school.edu","$2a$10$9v34RT2vU7YL4o6k6qD2jesrDaDYmzxn8vwdS6XPkrCYX60VF0Suq","student","Borey Chanraksmey","female","CMS100636"
"visal.chanraksmey.10a@school.edu","$2a$10$WPZBzX8YPrf.o37m6a3Ecuo5Uhi8Haa1DiAaaAavoAerk.lBo7T5W","student","Visal Chanraksmey","male","CMS100637"
"malis.chanraksmey.10b@school.edu","$2a$10$RbuORkmShgjb3NXPx5zIH.YEcJhZ.es9RDRpP0sZ2rYajYol6g2sO","student","Malis Chanraksmey","female","CMS100638"
"rattanak.chanraksmey.10c@school.edu","$2a$10$azNwMJx2QnyyLFX8.IV.1OxzGN7r2/yHijWpP7VSUNNxPE7mE9Uc2","student","Rattanak Chanraksmey","male","CMS100639"
"sothea.chanraksmey.10d@school.edu","$2a$10$Gjv3U5YCJ6zFh0wv4m2H6O8bkViuIIYVXnOieTnmlaSfSfnxFHC2u","student","Sothea Chanraksmey","female","CMS100640"
"sok.sopheak.10e@school.edu","$2a$10$87icWRk9sr1wQHF8NPjD.e7OZM5hjV.5qCTkCDmeXwP292VCQAWm2","student","Sok Sopheak","male","CMS100641"
"chan.sopheak.10f@school.edu","$2a$10$nwt1lECzQOUlV6Af7tUvC.dXpjeDfUzXcaBIkhTswX9uxgCsirqWe","student","Chan Sopheak","female","CMS100642"
"lim.sopheak.10a@school.edu","$2a$10$Zj3Zdi6kd8egeXp86ZJz5./z9kO2Sc51BP3aWya381EqDiE.RAdBy","student","Lim Sopheak","male","CMS100643"
"keo.sopheak.10b@school.edu","$2a$10$Kwkfmui6gSgaLpwGnWMia.XmP9hOt86Pulq5ELTM6y7kI0.vCLnWi","student","Keo Sopheak","female","CMS100644"
"phan.sopheak.10c@school.edu","$2a$10$THJmsGT95.W1r2m7a0oZ/OuTfU4972P6J/hwY7br4XNDHRiQMKHgG","student","Phan Sopheak","male","CMS100645"
"meas.sopheak.10d@school.edu","$2a$10$f1AZmmXSX3gh56RY5mRQP.Fcv3xIYgnsW96eP.ajI4xQKi9KfOFH6","student","Meas Sopheak","female","CMS100646"
"ouk.sopheak.10e@school.edu","$2a$10$Y2GXLC6t.SyYJP5gHpwil.FYdjazjkBU2kA4XduKGSlqw5BO7GDJ2","student","Ouk Sopheak","male","CMS100647"
"chhim.sopheak.10f@school.edu","$2a$10$1S6AK2vh34DXF5wySAjNFea/ToGsO1yDV8zS4AaFiZxHE3MZqIuBu","student","Chhim Sopheak","female","CMS100648"
"yin.sopheak.10a@school.edu","$2a$10$lv6kCXcjC0dlELkxSakmSuyLwitIUVbKWvCyVMC8U2oJlugFKmKhi","student","Yin Sopheak","male","CMS100649"
"touch.sopheak.10b@school.edu","$2a$10$cHm1X0E6Iw/FUpIbP0lZ5uKZhQuAGCQ.ZOz59UKEj.SIp.CMfLN/q","student","Touch Sopheak","female","CMS100650"
"ngov.sopheak.10c@school.edu","$2a$10$YmuVJq1hlrIiLjMKLeaIyeg5JQYF7wwll.KgWHHKK5WWyQYQ8A9Gm","student","Ngov Sopheak","male","CMS100651"
"suon.sopheak.10d@school.edu","$2a$10$u01TqGubl0eN/Fha/bY.g.WD40393J5.GG6fwM2ykmoiowg6TYTNe","student","Suon Sopheak","female","CMS100652"
"prak.sopheak.10e@school.edu","$2a$10$7sn0sii/0RzN2qgiTZDVpO0xh9rEwQPam3Wsw9G80S8EZJJ4c8GEq","student","Prak Sopheak","male","CMS100653"
"kim.sopheak.10f@school.edu","$2a$10$BMl1xaXnMy0V8JEpGMj3uuuQ2v7TwB5dCt6cNlvj.Zml95YeXOqnW","student","Kim Sopheak","female","CMS100654"
"chhay.sopheak.10a@school.edu","$2a$10$W1/VJHQuz5Z8DtUd5J5IqOh8DiUUqlfNksZ9dUCe1sT4pNSRPXwx2","student","Chhay Sopheak","male","CMS100655"
"nou.sopheak.10b@school.edu","$2a$10$QVbuW6N.XJKSckqDZxWOju451tVPJl4MaoQlBIs.8UXp/2wz2cmVm","student","Nou Sopheak","female","CMS100656"
"heng.sopheak.10c@school.edu","$2a$10$OGKvrcx5MHxuvq8zEDWvXuC4SlGrE6kweDjtqAJwQEB6XLIAxUOgy","student","Heng Sopheak","male","CMS100657"
"pen.sopheak.10d@school.edu","$2a$10$eKeY7L4RT1jZP5A0ICs5meLMcSrNjHmy6vW4Li3oXBeL3cFUNV8.e","student","Pen Sopheak","female","CMS100658"
"sam.sopheak.10e@school.edu","$2a$10$0R5agLWsXhgVzNpepN5lxOmVVTu5Z7pgh5q5PZOIB3jhWLISmTvzK","student","Sam Sopheak","male","CMS100659"
"korng.sopheak.10f@school.edu","$2a$10$vEPAb/Pb25GjyKJ4Q7mWBekNhdXL.iPm/XpXpjyKRhARV9R8mu7Ve","student","Korng Sopheak","female","CMS100660"
"ros.sopheak.10a@school.edu","$2a$10$nhtPeCE856B0XJWSE2zfEuRpwbOfGlGBY0QMAk9nWKudoo7ZPksUy","student","Ros Sopheak","male","CMS100661"
"chin.sopheak.10b@school.edu","$2a$10$ricN38zagX.PO/yq8ziLIOu5Qurn72gJpEK.Qh2Tsx4iCUbtU.Upi","student","Chin Sopheak","female","CMS100662"
"mao.sopheak.10c@school.edu","$2a$10$2W62S1jbDTmZvr7x/CV8lup.IzEg.BUIwI3ru0bNk3r5biKFbLpm6","student","Mao Sopheak","male","CMS100663"
"lay.sopheak.10d@school.edu","$2a$10$aLfq4955V1B6xTmY/fW.DuD7NOk4p5VbTb2.DL/7A21bP5sScR12C","student","Lay Sopheak","female","CMS100664"
"vannak.sopheak.11e@school.edu","$2a$10$mDtT0h/px8Fi8wp.Tm2Kr.a5NCA0hhKo6lqaiA8Jo3ScwCND/JRIG","student","Vannak Sopheak","male","CMS100665"
"sreypov.sopheak.11f@school.edu","$2a$10$QtRgDPH3R0543ThgHA3OU.0mx3oN3c6XkMO1RAkWcqxaoT9PTa0LW","student","Sreypov Sopheak","female","CMS100666"
"rith.sopheak.11a@school.edu","$2a$10$1pQ5NzDTJECVPFr/NcARzOtgPYg8Es/TGiS4ZkkizumvkFCvVDONO","student","Rith Sopheak","male","CMS100667"
"borey.sopheak.11b@school.edu","$2a$10$dGz/hLj6ACOPFTg8emj.mecw/p6PigBlk0XaOVEsq7D9vFX2Gzo5.","student","Borey Sopheak","female","CMS100668"
"visal.sopheak.11c@school.edu","$2a$10$85u9TXXHiiM4obCl0tm1AeBIYByxUaGIs9VtsLn6TI7PwQLCxaTa6","student","Visal Sopheak","male","CMS100669"
"malis.sopheak.11d@school.edu","$2a$10$0T0opR8xTaf1rXi9DqJIyOSC6lfppxq169BWy.A7BCidb7c4eErU2","student","Malis Sopheak","female","CMS100670"
"rattanak.sopheak.11e@school.edu","$2a$10$XdPAMYgm9uYSb2HYFP05lOsI6dGa3E/W5J5GqTo067pFw19ryXZYa","student","Rattanak Sopheak","male","CMS100671"
"sothea.sopheak.11f@school.edu","$2a$10$UJVB31ri/N15XZe7c15F7eTe1W3oiSz/.00Pxb3MegwjcxoZwPGd6","student","Sothea Sopheak","female","CMS100672"
"sok.sreyleak.11a@school.edu","$2a$10$XBFNuq4anmoA7AEd1RzmceskcWct5EsXcJd8Ix0lL4MWiPI6.iKQ6","student","Sok Sreyleak","male","CMS100673"
"chan.sreyleak.11b@school.edu","$2a$10$6Lt1uOHG1UzV0pniRnSvi.7RsgwHxlxte3wC9V6ndMY4pCao/c3FW","student","Chan Sreyleak","female","CMS100674"
"lim.sreyleak.11c@school.edu","$2a$10$Xa7chI8FMOAjcOZaDp8ypO8Bbkle847.8Li.vcID1pW58hCT2ACAa","student","Lim Sreyleak","male","CMS100675"
"keo.sreyleak.11d@school.edu","$2a$10$QwtgSl9tXtW/i/21E0w0teFeWHNr6OTsQnk/iD0kM.LvsykT8Z/wW","student","Keo Sreyleak","female","CMS100676"
"phan.sreyleak.11e@school.edu","$2a$10$l49P7YZVMMd/aL5WeOtoB.RjdvzZcMprbiqjpARdK1H2ByFCzkDsG","student","Phan Sreyleak","male","CMS100677"
"meas.sreyleak.11f@school.edu","$2a$10$NTp/zkHhFJoMSP38jGMJzeCww2GQHMjtJqz5OrYM/TLKVgaGvTiU.","student","Meas Sreyleak","female","CMS100678"
"ouk.sreyleak.11a@school.edu","$2a$10$WfBNCCUiX8gA2yertZF5g.PBIH0ugWZZokgn1qe.zsLIomkJxYGm.","student","Ouk Sreyleak","male","CMS100679"
"chhim.sreyleak.11b@school.edu","$2a$10$29TSwCCUVveFCkhGona9I.6WOwqCwzn06nePrsYRGyMGb7LipD142","student","Chhim Sreyleak","female","CMS100680"
"yin.sreyleak.11c@school.edu","$2a$10$r35u7N/Itq2/VvdBqdph9uibPU2QoyDrlhsCZX.Y78pu7afPs0T2a","student","Yin Sreyleak","male","CMS100681"
"touch.sreyleak.11d@school.edu","$2a$10$544udN546i7rhnZ4pAixkezG.Ka7sF4nyvK/s9iQoG8nOXzE6Usce","student","Touch Sreyleak","female","CMS100682"
"ngov.sreyleak.11e@school.edu","$2a$10$wuAwQSlqKw8ToDgTFWjreOENb3J85k0hb5SG7xGKbK1I2uwOdGxym","student","Ngov Sreyleak","male","CMS100683"
"suon.sreyleak.11f@school.edu","$2a$10$TSqdnGdN0XaUfOq5xhq8A.LKejrTnDbIvUOGffq0cApZjCMrFKKJ2","student","Suon Sreyleak","female","CMS100684"
"prak.sreyleak.11a@school.edu","$2a$10$w.w4qpfBcOhxGqyYXUYOq.2n4JXJ4BEmg6a2udmcIl.Gia2GtrB9q","student","Prak Sreyleak","male","CMS100685"
"kim.sreyleak.11b@school.edu","$2a$10$r1LQkc5.wJZLX0HGLbtbWeGrkzpVi8ioWwueobqKiNxlpBRqiC7k.","student","Kim Sreyleak","female","CMS100686"
"chhay.sreyleak.11c@school.edu","$2a$10$Ii7GM7i9Brpwp2c/wCB3neZuMpkGksvpHY6FHuRKPEvs83WhOMblG","student","Chhay Sreyleak","male","CMS100687"
"nou.sreyleak.11d@school.edu","$2a$10$Dg/nRzyZebwYpROtjfH6/O/ryZYUYMOGvf5J6BtHf01sYgOoX5.yu","student","Nou Sreyleak","female","CMS100688"
"heng.sreyleak.11e@school.edu","$2a$10$L0Ff50frjsOAIjkLQmS8FeQc9K4t1JzRjAO05ttlVzVm8kGrO5MTG","student","Heng Sreyleak","male","CMS100689"
"pen.sreyleak.11f@school.edu","$2a$10$j.H9YXlQS2fAeG4ybMBUcOfgPwEA5iNrFYhq9g8UOYzdG99/DLZjC","student","Pen Sreyleak","female","CMS100690"
"sam.sreyleak.11a@school.edu","$2a$10$BCoOXtXLFXcd9kei0BlpWuHp3u9uj8gmgu34JW/27g2BcXQULi9mG","student","Sam Sreyleak","male","CMS100691"
"korng.sreyleak.11b@school.edu","$2a$10$MbI37PxOdemLWzLhECkkceosVS7VyQZbE2xmT19levxkLcNfsSGsW","student","Korng Sreyleak","female","CMS100692"
"ros.sreyleak.11c@school.edu","$2a$10$kRwsqppIP28SUJZRHhaazeiD7A3U.pbW/OdXR0BzboSzyJHSR8Tr6","student","Ros Sreyleak","male","CMS100693"
"chin.sreyleak.11d@school.edu","$2a$10$nw/kpu7795slQrNiGtqXzODxkyW531nyyayltyMMnsYVCmv6st35u","student","Chin Sreyleak","female","CMS100694"
"mao.sreyleak.11e@school.edu","$2a$10$kJOcwwWReMYes0qh9IinW.z0csZUCSgLJJJ4Lgkl6jOmo6fvQQAG.","student","Mao Sreyleak","male","CMS100695"
"lay.sreyleak.11f@school.edu","$2a$10$r04YyrJGtXXE2PIVbR.SeuSveJqKgyGsL52WK45kI0LGUghepOXQy","student","Lay Sreyleak","female","CMS100696"
"vannak.sreyleak.11a@school.edu","$2a$10$Brfw31NonNQ75YzlAJKg4u1NUIaT3.wBPmVM26mJ8KQ3wecBU4IKu","student","Vannak Sreyleak","male","CMS100697"
"sreypov.sreyleak.11b@school.edu","$2a$10$yM4FlilNDhH4yZKBR3id4.4BrjCM1fUqdxMy/KXRgluPHCoGiJvlu","student","Sreypov Sreyleak","female","CMS100698"
"rith.sreyleak.11c@school.edu","$2a$10$du7BgYwMvd8hjrBymA.0P.jyR60SkzoOE6qg86INoBqH3bD.tk/xy","student","Rith Sreyleak","male","CMS100699"
"borey.sreyleak.11d@school.edu","$2a$10$zoe2hqEDgGRq9pS9Q5eKK.j/YHQVsVKuJfv2NWFY8uAJKbXBLqnyi","student","Borey Sreyleak","female","CMS100700"
"visal.sreyleak.11e@school.edu","$2a$10$JWWlrU6wv55CmUZ9UpXi/OvGNlO3k.nvURc/mSSsFt9iOjewzESKi","student","Visal Sreyleak","male","CMS100701"
"malis.sreyleak.11f@school.edu","$2a$10$yzl8wU8sZWvHvfMRN30.ouqHYUFy9/QME1oLjiiFSTKZWf25LqdaW","student","Malis Sreyleak","female","CMS100702"
"rattanak.sreyleak.11a@school.edu","$2a$10$3e/.UBDWQNKP8XwoG8RO1uJZZIZMr/ItYruwWO3HcGNts28aUzH3a","student","Rattanak Sreyleak","male","CMS100703"
"sothea.sreyleak.11b@school.edu","$2a$10$TAne5aosZMmE6W9DAKJs3.qsXAi/NdzocZp9nusPjlEwBgdeku6Km","student","Sothea Sreyleak","female","CMS100704"
"sok.vuthy.11c@school.edu","$2a$10$8.o6inMljMAO9i1xyFTEwOmr3xbKKipAF/d9aVt.tniOWDMPfu9nq","student","Sok Vuthy","male","CMS100705"
"chan.vuthy.11d@school.edu","$2a$10$XyJ6vpcX.hMVlYGErOri.ujUcmgpQUatqH8WWZU/RJhUKLoKGnY4O","student","Chan Vuthy","female","CMS100706"
"lim.vuthy.11e@school.edu","$2a$10$gp/7jFd2FNFjmBkmizjSz.N2mLEB.Dquy/qNYaqmknYyyCbLKlRzC","student","Lim Vuthy","male","CMS100707"
"keo.vuthy.11f@school.edu","$2a$10$lXzxy59XPIWijOoXP7fAV.EAEDpeze2MiIlbINFcS59b5VvpsYxOO","student","Keo Vuthy","female","CMS100708"
"phan.vuthy.11a@school.edu","$2a$10$VsAsiVCW5EIhCDYKjO7mK.RSggi12F2r7mPQxhr6lVn9r/PKc/ohS","student","Phan Vuthy","male","CMS100709"
"meas.vuthy.11b@school.edu","$2a$10$i6rlwxvR4BwTFyCFG7W20e8z.eW9JpiRryZPZXgme56h87zlgJ9IO","student","Meas Vuthy","female","CMS100710"
"ouk.vuthy.11c@school.edu","$2a$10$orvXAXb528/0TviDhVZ0M.xs3AyJGNq4p0WmssyaJ3DaFFl6cx5ve","student","Ouk Vuthy","male","CMS100711"
"chhim.vuthy.11d@school.edu","$2a$10$es1RspkfdMK.je8OdnHjV.p9vLjv45JbsUILEBy.XYNhjVbJwh0Ly","student","Chhim Vuthy","female","CMS100712"
"yin.vuthy.11e@school.edu","$2a$10$3vwMaOGv.55pmNT7Okqxn.G2R.RcZs1iVRSRv.lvV1fuhCViRAkwy","student","Yin Vuthy","male","CMS100713"
"touch.vuthy.11f@school.edu","$2a$10$wDkktbsVOxkUjs22z1c9POtl.6mSH3cdvAfjTaaiknLhCo6CWHmBe","student","Touch Vuthy","female","CMS100714"
"ngov.vuthy.11a@school.edu","$2a$10$l.yA8PBuEuBtFOfgaAnou.FTZJegLQh/HPxTZUVS5mf5Zjo3PHIhq","student","Ngov Vuthy","male","CMS100715"
"suon.vuthy.11b@school.edu","$2a$10$3WpraU1hxy4qdWn2P5V13e9Pyxw.jojUmTcJzbBmrpgVrJYuAe4Ni","student","Suon Vuthy","female","CMS100716"
"prak.vuthy.11c@school.edu","$2a$10$ctlkhgn.y5yp/.7fTboJHOBn85q9JqZOxTEfmxg3yDh9yQcFtSPaW","student","Prak Vuthy","male","CMS100717"
"kim.vuthy.11d@school.edu","$2a$10$TMNjHYZYFT/hh9rkBVCgWuZ6QZPjo6vtI93LJD67GU9vcmDPSioEy","student","Kim Vuthy","female","CMS100718"
"chhay.vuthy.11e@school.edu","$2a$10$jVRfJJfuRUf/l4kzENRtV..YOek023GsK7uIdi0azRK1bmn.sCyfy","student","Chhay Vuthy","male","CMS100719"
"nou.vuthy.11f@school.edu","$2a$10$FWSeOzEu2bEynw./CcP6g.EDT1EG5n../L.hswEjR9t8ZIICpDtAi","student","Nou Vuthy","female","CMS100720"
"heng.vuthy.11a@school.edu","$2a$10$CM7zisp2KRyBZIaj2nugPe5kMSouGTPbIv79n.efHjm1sM9jZjuJm","student","Heng Vuthy","male","CMS100721"
"pen.vuthy.11b@school.edu","$2a$10$Pw4ZrcRtf8.s7pXDNiPhs.7V1tXBn.te0t23U/NJBB34V676HUjR.","student","Pen Vuthy","female","CMS100722"
"sam.vuthy.11c@school.edu","$2a$10$h0/VptRlJGWU4QMe5wExTeCFGaCk4W44TOMfQtQjgeJoRwdT1sy8i","student","Sam Vuthy","male","CMS100723"
"korng.vuthy.11d@school.edu","$2a$10$UYuNuCpIUeUs7pbY0HDW5e2MTRMPdyIb35xdCx7BZ61VF7mjB4XCG","student","Korng Vuthy","female","CMS100724"
"ros.vuthy.11e@school.edu","$2a$10$DdYY0LlO24wyB0CDdBN/OOmMWZBZ9ln6Vty96DNwZCKkzs0Dfymc2","student","Ros Vuthy","male","CMS100725"
"chin.vuthy.11f@school.edu","$2a$10$7e0WZD.ayu.p/YvCJ9pSSuDoi1L9om8VTe4ix2KcjhfCH9AcZ.vv.","student","Chin Vuthy","female","CMS100726"
"mao.vuthy.11a@school.edu","$2a$10$W8P2lm6QgNEyXVqo.BDyEuvfhUVPAa7fc7F6oBEHa/37ImtnNKljC","student","Mao Vuthy","male","CMS100727"
"lay.vuthy.11b@school.edu","$2a$10$StrDo53mCJGXhTFxGc/ViuG5TvCDBL5JYIk0.mybl14hPjt/aPi3C","student","Lay Vuthy","female","CMS100728"
"vannak.vuthy.11c@school.edu","$2a$10$5G//H2mrPZaO6HaxGQ9bKOL84fAkixyz9ZTglTRCKD8s2eTtRbdtG","student","Vannak Vuthy","male","CMS100729"
"sreypov.vuthy.11d@school.edu","$2a$10$R7sRhvoi4v7f2cTJf7rDFeLZ/DqyZbiflVggXUyNTvG699ftD.TmW","student","Sreypov Vuthy","female","CMS100730"
"rith.vuthy.11e@school.edu","$2a$10$X9JSfR4DK6r5/EVsrpBMHOHLzEszfuuC2N/ZUBOwY2C137DffqcYK","student","Rith Vuthy","male","CMS100731"
"borey.vuthy.11f@school.edu","$2a$10$JQU1Gaj6A8M.Q2NtCmNlqOy0gzHUT9ItIltLuZSBE9X8mFDdpQwDG","student","Borey Vuthy","female","CMS100732"
"visal.vuthy.11a@school.edu","$2a$10$O99b4c5rjE7IAuynza89c.k3FRtGc.yEuD39m8Zia9UScmyjM6m8i","student","Visal Vuthy","male","CMS100733"
"malis.vuthy.11b@school.edu","$2a$10$9JTexaMNO/jl8ChvsMlNv.gtWSpGsfsA.G1VeGU49qGt1QjNSeHLG","student","Malis Vuthy","female","CMS100734"
"rattanak.vuthy.11c@school.edu","$2a$10$pAjI5TQUCUaj0TxuS.j9FeYWX4JrtX8PNvjWabo78zieSkYRYF3e2","student","Rattanak Vuthy","male","CMS100735"
"sothea.vuthy.11d@school.edu","$2a$10$8iHrPz/SdX2WbAi1E2RQA.M8dqPZGr61sJ2qzuX/8M.6PpI5S0cFS","student","Sothea Vuthy","female","CMS100736"
"sok.rachana.11e@school.edu","$2a$10$y9E5/lpn4oE/w9DOMG/lN.dxIXEv.ocsw1WJkqG.V8GmlDZ4E9qW2","student","Sok Rachana","male","CMS100737"
"chan.rachana.11f@school.edu","$2a$10$7gKa/.QwIpYg7/LTH9QaruUc.6w4cGSVCwEA7hqZrvnpX8TZQ.FbO","student","Chan Rachana","female","CMS100738"
"lim.rachana.11a@school.edu","$2a$10$ATtJjcEGAJwk1oEW3VHumuvBTEIu89vGJHWmgZlB16Jw9ilt3IGLS","student","Lim Rachana","male","CMS100739"
"keo.rachana.11b@school.edu","$2a$10$QL5JfS.iMPF82FpWycXSHeOWRfDdJyFNeT5rZodOy1b9hUN/qj/7a","student","Keo Rachana","female","CMS100740"
"phan.rachana.11c@school.edu","$2a$10$MFG11i0ZdPIFHLJdsQu0l.6MqTbzAbLCPNObDNYaQmo0LgUmaI50e","student","Phan Rachana","male","CMS100741"
"meas.rachana.11d@school.edu","$2a$10$dbulJcOliCmwgnBeJYUjtOk0EWDYqs6QDmy7tZg/K5XQpFwzVYlRa","student","Meas Rachana","female","CMS100742"
"ouk.rachana.11e@school.edu","$2a$10$Qi/SbYo.M4SEgCJ35QI8K.avVn.MkAzfDb6wHSlgBy4oXAYgEpe8.","student","Ouk Rachana","male","CMS100743"
